Time,AS26 (Uv radiation),AS27 (Evapotranspiration),AS24 (Daily rain),AS25 (Rain rate),AS20 (Humidity),AS21 (Wind speed),AS19 (Temperature)
05-01-2023 13:10:20,5.10,,,,50.00,8.00,30.40
05-01-2023 13:15:20,4.60,,,,51.00,12.00,
05-01-2023 13:20:20,4.20,0.46,0.00,,52.00,1.00,30.40
05-01-2023 13:21:20,,,,0.00,,,
07-01-2023 00:03:20,,,,0.00,,,
07-01-2023 00:05:20,0.00,3.33,0.00,,70.00,0.00,23.90
07-01-2023 00:10:20,,0.00,,,69.00,0.00,24.00
07-01-2023 00:15:20,,,,,67.00,3.00,24.20
07-01-2023 00:20:20,,,,,67.00,4.00,24.30
07-01-2023 00:25:20,,,,,66.00,8.00,
07-01-2023 00:30:20,,,,,,4.00,
07-01-2023 00:35:20,,,,,66.00,1.00,
07-01-2023 00:40:20,,,,,65.00,1.00,
07-01-2023 00:45:20,,,,,66.00,3.00,24.30
07-01-2023 00:50:20,,,,,66.00,6.00,24.20
07-01-2023 00:55:20,,,,,67.00,0.00,24.00
07-01-2023 01:00:20,,,,,67.00,1.00,23.90
07-01-2023 01:05:20,,0.00,,,68.00,3.00,23.80
07-01-2023 01:10:20,,0.03,,,68.00,3.00,23.70
07-01-2023 01:15:20,,,,,69.00,0.00,23.60
07-01-2023 01:20:20,,,,,,,23.40
07-01-2023 01:25:20,,,,,,,23.40
07-01-2023 01:30:20,,,,,69.00,,23.30
07-01-2023 01:35:20,,,,,70.00,,23.10
07-01-2023 01:40:20,,,,,73.00,,22.90
07-01-2023 01:45:20,,,,,76.00,,22.60
07-01-2023 01:50:20,,,,,73.00,,22.40
07-01-2023 01:55:20,,,,,74.00,,22.30
07-01-2023 02:00:20,,,,,72.00,,22.30
07-01-2023 02:05:20,,0.03,,,76.00,,22.40
07-01-2023 02:10:20,,0.05,,,75.00,,22.30
07-01-2023 02:15:20,,,,,76.00,,22.20
07-01-2023 02:20:20,,,,,76.00,,21.80
07-01-2023 02:25:20,,,,,77.00,,21.60
07-01-2023 02:30:20,,,,,77.00,,21.60
07-01-2023 02:35:20,,,,,76.00,,21.50
07-01-2023 02:40:20,,,,,76.00,,21.60
07-01-2023 02:45:20,,,,,77.00,,21.70
07-01-2023 02:50:20,,,,,78.00,,
07-01-2023 02:55:20,,,,,81.00,,
07-01-2023 03:00:20,,,,,80.00,,21.70
07-01-2023 03:05:20,,,,,79.00,,21.60
07-01-2023 03:10:20,,,,,81.00,,21.60
07-01-2023 03:15:20,,,,,,,21.40
07-01-2023 03:25:20,,,,,81.00,,
07-01-2023 03:30:20,,,,,80.00,,21.40
07-01-2023 03:35:20,,,,,78.00,,21.30
07-01-2023 03:40:20,,,,,79.00,,
07-01-2023 03:45:20,,,,,78.00,,
07-01-2023 03:50:20,,,,,79.00,,21.30
07-01-2023 03:55:20,,,,,80.00,,21.20
07-01-2023 04:00:20,,,,,80.00,,21.20
07-01-2023 04:05:20,,,,,82.00,,21.10
07-01-2023 04:10:20,,,,,82.00,,21.00
07-01-2023 04:15:20,,,,,83.00,,20.90
07-01-2023 04:20:20,,,,,83.00,,20.80
07-01-2023 04:25:20,,,,,82.00,,20.80
07-01-2023 04:30:20,,,,,82.00,,20.70
07-01-2023 04:35:20,,,,,84.00,,
07-01-2023 04:40:20,,,,,83.00,,20.70
07-01-2023 04:45:20,,,,,83.00,,20.60
07-01-2023 04:50:20,,,,,84.00,,20.40
07-01-2023 04:55:20,,,,,83.00,0.00,20.30
07-01-2023 05:00:20,,,,,83.00,1.00,
07-01-2023 05:05:20,,,,,82.00,0.00,
07-01-2023 05:10:20,,,,,84.00,1.00,
07-01-2023 05:15:20,,,,,85.00,4.00,
07-01-2023 05:20:20,,,,,86.00,1.00,20.30
07-01-2023 05:25:20,,,,,85.00,0.00,20.20
07-01-2023 05:30:20,,,,,85.00,,
07-01-2023 05:35:20,,,,,84.00,,
07-01-2023 05:45:20,,,,,84.00,,20.20
07-01-2023 05:50:20,,,,,85.00,,20.30
07-01-2023 05:55:20,,,,,85.00,,20.30
07-01-2023 06:00:20,,,,,86.00,,20.40
07-01-2023 06:15:20,,,,,86.00,,20.40
07-01-2023 06:20:20,,,,,85.00,0.00,20.50
07-01-2023 06:25:20,,,,,,8.00,20.60
07-01-2023 06:30:20,,,,,85.00,6.00,20.70
07-01-2023 06:35:20,,,,,84.00,,20.70
07-01-2023 06:40:20,,,,,84.00,6.00,20.80
07-01-2023 06:45:20,,,,,85.00,4.00,20.70
07-01-2023 06:50:20,,,,,86.00,3.00,20.60
07-01-2023 06:55:20,,,,,87.00,6.00,20.60
07-01-2023 07:00:20,,,,,87.00,3.00,20.50
07-01-2023 07:05:20,,,,,88.00,1.00,20.40
07-01-2023 07:10:20,,,,,88.00,3.00,20.40
07-01-2023 07:15:20,,,,,87.00,6.00,20.50
07-01-2023 07:20:20,,,,,86.00,1.00,20.60
07-01-2023 07:25:20,,,,,86.00,0.00,20.60
07-01-2023 07:30:20,,,,,85.00,1.00,20.70
07-01-2023 07:35:20,,,,,84.00,3.00,20.80
07-01-2023 07:40:20,,,,,84.00,3.00,21.00
07-01-2023 07:45:20,,,,,83.00,6.00,21.10
07-01-2023 07:50:20,,,,,81.00,6.00,21.30
07-01-2023 07:55:20,,,,,81.00,8.00,21.50
07-01-2023 08:00:20,,,,,80.00,6.00,21.70
07-01-2023 08:05:20,0.00,0.05,,,78.00,6.00,21.80
07-01-2023 08:10:20,0.50,0.08,,,78.00,4.00,22.00
07-01-2023 08:15:20,0.50,,,,77.00,8.00,22.20
07-01-2023 08:20:20,0.60,,,,75.00,6.00,22.30
07-01-2023 08:25:20,0.60,,,,75.00,4.00,22.40
07-01-2023 08:30:20,0.70,,,,74.00,3.00,22.60
07-01-2023 08:35:20,0.70,,,,73.00,6.00,22.70
07-01-2023 08:40:20,0.80,,,,71.00,8.00,22.80
07-01-2023 08:45:20,0.90,,,,72.00,6.00,23.00
07-01-2023 08:50:20,1.10,,,,71.00,8.00,23.10
07-01-2023 08:55:20,1.10,0.08,0.00,,71.00,3.00,23.20
07-01-2023 08:58:20,,,,0.00,,,
07-01-2023 08:59:20,,,,0.00,,,
07-01-2023 09:00:20,1.20,0.08,0.00,,71.00,8.00,23.30
07-01-2023 09:05:20,1.50,0.08,,,71.00,9.00,23.40
07-01-2023 09:10:20,1.50,0.20,,,69.00,3.00,23.80
07-01-2023 09:15:20,1.60,,,,69.00,8.00,23.80
07-01-2023 09:20:20,1.60,,,,68.00,12.00,23.90
07-01-2023 09:25:20,1.80,,,,67.00,4.00,24.10
07-01-2023 09:30:20,2.00,,,,68.00,11.00,24.30
07-01-2023 09:35:20,2.10,,,,66.00,6.00,24.40
07-01-2023 09:40:20,2.20,,,,65.00,9.00,24.40
07-01-2023 09:45:20,2.30,,,,67.00,6.00,24.50
07-01-2023 09:50:20,2.40,,,,65.00,9.00,24.70
07-01-2023 09:55:20,2.50,,,,,8.00,24.80
07-01-2023 10:00:20,2.60,,,,65.00,9.00,24.90
07-01-2023 10:05:20,2.80,0.20,,,62.00,12.00,25.00
07-01-2023 10:10:20,2.90,0.51,,,,1.00,25.10
07-01-2023 10:15:20,3.00,,,,62.00,8.00,25.30
07-01-2023 10:20:20,3.10,,,,61.00,12.00,25.50
07-01-2023 10:25:20,3.20,,,,,8.00,25.50
07-01-2023 10:30:20,3.40,,,,61.00,4.00,25.70
07-01-2023 10:35:20,3.50,,,,62.00,8.00,25.90
07-01-2023 10:40:20,3.70,,,,60.00,8.00,26.20
07-01-2023 10:45:20,3.80,,,,60.00,9.00,26.30
07-01-2023 10:50:20,3.90,,,,59.00,6.00,
07-01-2023 10:55:20,3.20,,,,59.00,11.00,26.30
07-01-2023 11:00:20,3.80,,,,58.00,3.00,26.40
07-01-2023 11:05:20,3.20,0.51,,,,3.00,26.60
07-01-2023 11:10:20,4.20,0.91,,,,11.00,26.50
07-01-2023 11:15:20,4.00,,,,,6.00,26.60
07-01-2023 11:20:20,4.40,,,,58.00,1.00,26.90
07-01-2023 11:25:20,3.00,,,,56.00,11.00,26.90
07-01-2023 11:30:20,3.40,,,,58.00,12.00,26.70
07-01-2023 11:35:20,4.50,,,,58.00,6.00,26.90
07-01-2023 11:40:20,4.50,,,,57.00,11.00,
07-01-2023 11:45:20,2.80,,,,57.00,11.00,26.90
07-01-2023 11:50:20,3.10,,,,59.00,14.00,26.50
07-01-2023 11:55:20,3.30,,,,59.00,9.00,26.80
07-01-2023 12:00:20,2.90,,,,58.00,8.00,27.00
07-01-2023 12:05:20,2.70,0.91,,,59.00,9.00,26.80
07-01-2023 12:10:20,2.40,1.27,,,60.00,8.00,26.70
07-01-2023 12:15:20,3.10,,,,,11.00,26.50
07-01-2023 12:20:20,2.90,,,,60.00,9.00,26.60
07-01-2023 12:25:20,3.00,,,,59.00,11.00,26.80
07-01-2023 12:30:20,2.90,,,,60.00,9.00,26.70
07-01-2023 12:35:20,2.80,,,,59.00,16.00,26.70
07-01-2023 12:40:20,2.80,,,,59.00,17.00,26.80
07-01-2023 12:45:20,2.20,,,,60.00,14.00,26.80
07-01-2023 12:50:20,2.60,,,,59.00,12.00,26.60
07-01-2023 12:55:20,2.60,,,,60.00,6.00,26.50
07-01-2023 13:00:20,3.60,,,,61.00,9.00,26.50
07-01-2023 13:05:20,5.00,1.27,,,59.00,14.00,27.20
07-01-2023 13:10:20,5.00,1.55,,,58.00,9.00,27.40
07-01-2023 13:15:20,3.60,,,,57.00,14.00,27.60
07-01-2023 13:20:20,3.30,,,,,12.00,27.70
07-01-2023 13:25:20,3.20,,,,57.00,11.00,27.50
07-01-2023 13:30:20,4.70,,,,58.00,6.00,27.30
07-01-2023 13:35:20,4.70,,,,57.00,8.00,27.80
07-01-2023 13:40:20,4.30,,,,58.00,16.00,27.90
07-01-2023 13:45:20,4.30,,,,57.00,12.00,28.00
07-01-2023 13:50:20,2.70,,,,58.00,12.00,27.90
07-01-2023 13:55:20,3.90,,,,58.00,14.00,27.70
07-01-2023 14:00:20,4.00,,,,60.00,9.00,27.60
07-01-2023 14:05:20,4.00,1.55,,,59.00,12.00,28.10
07-01-2023 14:10:20,3.90,1.85,,,58.00,16.00,
07-01-2023 14:15:20,3.90,,,,57.00,14.00,28.10
07-01-2023 14:20:20,3.70,,,,,11.00,27.90
07-01-2023 14:25:20,3.60,,,,57.00,9.00,
07-01-2023 14:30:20,3.50,,,,58.00,8.00,27.90
07-01-2023 14:35:20,3.00,,,,57.00,11.00,28.00
07-01-2023 14:40:20,3.20,,,,58.00,12.00,27.90
07-01-2023 14:45:20,3.10,,,,58.00,11.00,27.90
07-01-2023 14:50:20,3.00,,,,57.00,12.00,28.00
07-01-2023 14:55:20,3.00,,,,57.00,9.00,28.10
07-01-2023 15:00:20,2.90,,,,56.00,11.00,28.20
07-01-2023 15:05:20,2.70,1.85,,,57.00,9.00,28.30
07-01-2023 15:10:20,2.60,2.26,,,57.00,11.00,28.40
07-01-2023 15:15:20,2.50,,,,55.00,9.00,28.30
07-01-2023 15:20:20,2.40,,,,57.00,8.00,28.20
07-01-2023 15:25:20,2.20,,,,57.00,8.00,28.30
07-01-2023 15:30:20,2.10,,,,56.00,12.00,28.40
07-01-2023 15:35:20,2.00,,,,57.00,12.00,28.20
07-01-2023 15:40:20,1.90,,,,54.00,6.00,28.30
07-01-2023 15:45:20,1.80,,,,56.00,11.00,
07-01-2023 15:50:20,1.70,,,,57.00,8.00,28.30
07-01-2023 15:55:20,1.60,,,,56.00,9.00,28.40
07-01-2023 16:00:20,1.50,,,,56.00,9.00,28.30
07-01-2023 16:05:20,1.40,2.26,,,57.00,12.00,
07-01-2023 16:10:20,1.30,2.62,,,55.00,11.00,
07-01-2023 16:15:20,1.20,,,,56.00,11.00,
07-01-2023 16:20:20,1.10,,,,57.00,9.00,28.30
07-01-2023 16:25:20,1.00,,,,56.00,8.00,28.20
07-01-2023 16:30:20,0.90,,,,56.00,12.00,28.30
07-01-2023 16:35:20,0.80,,,,57.00,12.00,28.20
07-01-2023 16:40:20,0.70,,,,56.00,9.00,28.10
07-01-2023 16:45:20,0.70,,,,57.00,11.00,28.00
07-01-2023 16:50:20,0.60,,,,57.00,11.00,28.00
07-01-2023 16:55:20,0.50,,,,56.00,8.00,27.90
07-01-2023 17:00:20,0.50,,,,57.00,12.00,27.80
07-01-2023 17:05:20,0.00,2.62,,,58.00,11.00,27.70
07-01-2023 17:10:20,,2.84,,,59.00,9.00,27.60
07-01-2023 17:15:20,,,,,60.00,11.00,27.60
07-01-2023 17:20:20,,,,,59.00,12.00,27.40
07-01-2023 17:25:20,,,,,,11.00,27.30
07-01-2023 17:30:20,,,,,59.00,11.00,27.20
07-01-2023 17:35:20,,,,,60.00,12.00,27.10
07-01-2023 17:40:20,,,,,61.00,11.00,26.90
07-01-2023 17:45:20,,,,,62.00,8.00,26.80
07-01-2023 17:50:20,0.00,2.84,0.00,,63.00,9.00,26.70
07-01-2023 17:53:20,,,,0.00,,,
07-01-2023 17:54:20,,,,0.00,,,
07-01-2023 17:55:20,0.00,2.84,0.00,,63.00,8.00,26.50
07-01-2023 18:00:20,,,,,64.00,8.00,26.30
07-01-2023 18:05:20,,2.84,,,65.00,6.00,26.20
07-01-2023 18:10:20,,2.92,,,66.00,8.00,25.90
07-01-2023 18:15:20,,,,,67.00,,25.80
07-01-2023 18:20:20,,,,,67.00,8.00,25.70
07-01-2023 18:25:20,,,,,68.00,6.00,25.60
07-01-2023 18:30:20,,,,,69.00,4.00,25.40
07-01-2023 18:35:20,,,,,,3.00,25.30
07-01-2023 18:40:20,,,,,69.00,4.00,25.20
07-01-2023 18:45:20,,,,,70.00,6.00,
07-01-2023 18:50:20,,,,,,8.00,25.20
07-01-2023 18:55:20,,,,,,6.00,25.10
07-01-2023 19:00:20,,,,,,8.00,
07-01-2023 19:05:20,,2.92,,,,6.00,
07-01-2023 19:10:20,,2.95,,,,6.00,25.10
07-01-2023 19:15:20,,,,,,3.00,25.00
07-01-2023 19:20:20,,,,,,6.00,24.90
07-01-2023 19:25:20,,,,,70.00,,24.90
07-01-2023 19:30:20,,,,,71.00,6.00,24.80
07-01-2023 19:35:20,,,,,,4.00,24.80
07-01-2023 19:40:20,,,,,,6.00,24.70
07-01-2023 19:45:20,,,,,,8.00,
07-01-2023 19:50:20,,,,,,1.00,
07-01-2023 19:55:20,,,,,71.00,3.00,
07-01-2023 20:00:20,,,,,72.00,,24.70
07-01-2023 20:05:20,,2.95,,,73.00,3.00,24.60
07-01-2023 20:10:20,,2.97,,,,1.00,24.60
07-01-2023 20:15:20,,,,,,4.00,24.50
07-01-2023 20:20:20,,,,,,8.00,24.40
07-01-2023 20:25:20,,,,,73.00,6.00,24.60
07-01-2023 20:30:20,,,,,72.00,3.00,
07-01-2023 20:35:20,,,,,73.00,3.00,24.60
07-01-2023 20:40:20,,,,,74.00,0.00,24.50
07-01-2023 20:45:20,,,,,74.00,,24.40
07-01-2023 20:50:20,,,,,75.00,,24.30
07-01-2023 20:55:20,,,,,76.00,,24.30
07-01-2023 21:00:20,,,,,77.00,,24.20
07-01-2023 21:05:20,,,,,77.00,,24.20
07-01-2023 21:10:20,,,,,76.00,,24.00
07-01-2023 21:15:20,,,,,78.00,,23.80
07-01-2023 21:20:20,,,,,79.00,,23.70
07-01-2023 21:25:20,,,,,80.00,,23.60
07-01-2023 21:30:20,,,,,79.00,,23.60
07-01-2023 21:35:20,,,,,,,23.50
07-01-2023 21:40:20,,,,,79.00,,23.50
07-01-2023 21:45:20,,,,,80.00,,23.40
07-01-2023 21:50:20,,,,,81.00,,23.40
07-01-2023 21:55:20,,,,,81.00,,23.30
07-01-2023 22:00:20,,,,,82.00,,23.30
07-01-2023 22:05:20,,,,,,,23.20
07-01-2023 22:10:20,,,,,,,23.20
07-01-2023 22:15:20,,,,,,,23.10
07-01-2023 22:20:20,,,,,82.00,,
07-01-2023 22:25:20,,,,,83.00,,
07-01-2023 22:30:20,,,,,84.00,,
07-01-2023 22:35:20,,,,,,,23.10
07-01-2023 22:40:20,,,,,,,23.20
07-01-2023 22:50:20,,,,,,,23.20
07-01-2023 22:55:20,,,,,84.00,,23.30
07-01-2023 23:00:20,,,,,83.00,,
07-01-2023 23:05:20,,,,,83.00,,
07-01-2023 23:10:20,,,,,84.00,,
07-01-2023 23:15:20,,,,,,,23.30
07-01-2023 23:20:20,,,,,,,23.40
07-01-2023 23:25:20,,,,,,,23.40
07-01-2023 23:30:20,,,,,84.00,,23.30
07-01-2023 23:35:20,,,,,85.00,,
07-01-2023 23:40:20,,,,,86.00,,
07-01-2023 23:45:20,,,,,85.00,,
07-01-2023 23:50:20,,,,,83.00,,
08-01-2023 00:00:20,,,,,83.00,,
08-01-2023 00:05:20,,2.97,,,81.00,,23.30
08-01-2023 00:10:20,,0.00,,,81.00,,23.20
08-01-2023 00:15:20,,,,,80.00,,23.10
08-01-2023 00:20:20,,,,,80.00,,22.90
08-01-2023 00:25:20,,,,,81.00,,22.90
08-01-2023 00:30:20,,,,,81.00,,22.80
08-01-2023 00:35:20,,,,,82.00,,22.80
08-01-2023 00:40:20,,,,,82.00,,22.70
08-01-2023 00:45:20,,,,,83.00,,22.60
08-01-2023 00:50:20,,,,,83.00,,
08-01-2023 00:55:20,,,,,84.00,,
08-01-2023 01:00:20,,,,,83.00,,22.60
08-01-2023 01:05:20,,,,,,,22.70
08-01-2023 01:10:20,,,,,83.00,,22.70
08-01-2023 01:15:20,,,,,82.00,,22.80
08-01-2023 01:20:20,,,,,81.00,,22.80
08-01-2023 01:25:20,,,,,82.00,,22.90
08-01-2023 01:30:20,,,,,81.00,,23.00
08-01-2023 01:35:20,,,,,82.00,,23.10
08-01-2023 01:40:20,,,,,81.00,,23.20
08-01-2023 01:45:20,,,,,82.00,,23.10
08-01-2023 01:50:20,,,,,81.00,,23.20
08-01-2023 01:55:20,,,,,80.00,,23.20
08-01-2023 02:00:20,,,,,81.00,,23.30
08-01-2023 02:05:20,,,,,81.00,,
08-01-2023 02:10:20,,,,,82.00,,
08-01-2023 02:15:20,,,,,84.00,,23.30
08-01-2023 02:20:20,,,,,84.00,,23.20
08-01-2023 02:25:20,,,,,85.00,,23.20
08-01-2023 02:30:20,,,,,,,23.10
08-01-2023 02:35:20,,,,,85.00,,22.90
08-01-2023 02:40:20,,,,,86.00,,
08-01-2023 02:45:20,0.00,0.00,0.00,,86.00,0.00,22.90
08-01-2023 02:47:20,,,,0.00,,,
08-01-2023 02:48:20,,,,0.00,,,
08-01-2023 02:50:20,0.00,0.00,0.00,,86.00,0.00,22.90
08-01-2023 02:55:20,,,,,86.00,3.00,
08-01-2023 03:00:20,,,,,87.00,,22.90
08-01-2023 03:05:20,,,,,87.00,3.00,22.80
08-01-2023 03:10:20,,,,,85.00,4.00,
08-01-2023 03:15:20,,,,,84.00,6.00,
08-01-2023 03:20:20,,,,,,3.00,
08-01-2023 03:25:20,,,,,84.00,3.00,
08-01-2023 03:30:20,,,,,85.00,1.00,
08-01-2023 03:35:20,,,,,,1.00,
08-01-2023 03:40:20,,,,,85.00,4.00,
08-01-2023 03:45:20,,,,,86.00,1.00,22.80
08-01-2023 03:50:20,,,,,,6.00,22.70
08-01-2023 03:55:20,,,,,86.00,1.00,22.80
08-01-2023 04:00:20,,,,,85.00,3.00,
08-01-2023 04:05:20,,,,,,6.00,
08-01-2023 04:10:20,,,,,85.00,3.00,22.80
08-01-2023 04:15:20,,,,,84.00,,22.90
08-01-2023 04:20:20,,,,,,3.00,
08-01-2023 04:25:20,,,,,,8.00,
08-01-2023 04:30:20,,,,,84.00,8.00,
08-01-2023 04:35:20,,,,,83.00,3.00,
08-01-2023 04:40:20,,,,,,8.00,
08-01-2023 04:45:20,,,,,,8.00,
08-01-2023 04:50:20,,,,,,4.00,
08-01-2023 04:55:20,,,,,83.00,3.00,22.90
08-01-2023 05:00:20,,,,,82.00,8.00,23.00
08-01-2023 05:05:20,,,,,,6.00,23.10
08-01-2023 05:10:20,,,,,,8.00,
08-01-2023 05:15:20,,,,,82.00,6.00,
08-01-2023 05:20:20,,,,,81.00,6.00,23.10
08-01-2023 05:25:20,,,,,80.00,8.00,23.20
08-01-2023 05:30:20,,,,,,8.00,
08-01-2023 05:35:20,,,,,80.00,1.00,
08-01-2023 05:40:20,,,,,79.00,6.00,
08-01-2023 05:45:20,,,,,80.00,6.00,
08-01-2023 05:50:20,,,,,,8.00,
08-01-2023 05:55:20,,,,,,3.00,
08-01-2023 06:00:20,,,,,,,23.20
08-01-2023 06:05:20,,,,,,,23.10
08-01-2023 06:10:20,,,,,80.00,,
08-01-2023 06:15:20,,,,,81.00,3.00,23.10
08-01-2023 06:20:20,,,,,80.00,6.00,23.00
08-01-2023 06:25:20,,,,,80.00,3.00,23.00
08-01-2023 06:30:20,,,,,79.00,4.00,23.10
08-01-2023 06:35:20,,,,,79.00,1.00,23.00
08-01-2023 06:40:20,,,,,78.00,1.00,23.00
08-01-2023 06:45:20,,,,,79.00,0.00,22.90
08-01-2023 06:50:20,,,,,81.00,,22.90
08-01-2023 06:55:20,,,,,83.00,,23.00
08-01-2023 07:00:20,,,,,83.00,,22.90
08-01-2023 07:05:20,,,,,82.00,,22.90
08-01-2023 07:10:20,,,,,82.00,,22.80
08-01-2023 07:15:20,,,,,83.00,,22.90
08-01-2023 07:20:20,,,,,81.00,,
08-01-2023 07:25:20,,,,,81.00,0.00,22.90
08-01-2023 07:30:20,,,,,80.00,1.00,23.10
08-01-2023 07:35:20,,,,,79.00,1.00,23.10
08-01-2023 07:40:20,,,,,,3.00,23.20
08-01-2023 07:45:20,,,,,79.00,3.00,23.30
08-01-2023 07:50:20,,,,,78.00,1.00,23.40
08-01-2023 07:55:20,,,,,,6.00,23.50
08-01-2023 08:00:20,,,,,78.00,3.00,
08-01-2023 08:05:20,,0.00,,,79.00,6.00,23.50
08-01-2023 08:10:20,,0.03,,,78.00,4.00,23.60
08-01-2023 08:15:20,,,,,78.00,0.00,
08-01-2023 08:20:20,,,,,77.00,6.00,23.60
08-01-2023 08:25:20,0.00,,,,78.00,6.00,23.70
08-01-2023 08:30:20,0.50,,,,77.00,3.00,23.70
08-01-2023 08:35:20,0.50,,,,76.00,3.00,23.80
08-01-2023 08:40:20,0.60,,,,,6.00,23.90
08-01-2023 08:45:20,0.70,,,,76.00,6.00,23.90
08-01-2023 08:50:20,0.80,,,,75.00,0.00,24.10
08-01-2023 08:55:20,0.90,,,,,4.00,24.20
08-01-2023 09:00:20,1.10,,,,75.00,0.00,24.30
08-01-2023 09:05:20,,0.03,,,76.00,3.00,24.40
08-01-2023 09:10:20,1.10,0.13,,,74.00,4.00,24.40
08-01-2023 09:15:20,1.30,,,,,1.00,24.50
08-01-2023 09:20:20,1.30,,,,74.00,0.00,24.60
08-01-2023 09:25:20,1.50,,,,66.00,0.00,24.70
08-01-2023 09:30:20,1.70,,,,65.00,1.00,25.10
08-01-2023 09:35:20,,,,,61.00,1.00,25.50
08-01-2023 09:40:20,1.70,,,,60.00,0.00,25.70
08-01-2023 09:45:20,1.80,,,,58.00,1.00,25.90
08-01-2023 09:50:20,2.00,,,,59.00,0.00,25.90
08-01-2023 09:55:20,2.00,,,,59.00,1.00,25.80
08-01-2023 10:00:20,2.20,,,,60.00,3.00,25.80
08-01-2023 10:05:20,2.20,0.13,,,60.00,8.00,25.90
08-01-2023 10:10:20,2.10,0.36,,,58.00,6.00,26.00
08-01-2023 10:15:20,2.20,,,,57.00,0.00,26.00
08-01-2023 10:20:20,2.10,,,,58.00,1.00,26.10
08-01-2023 10:25:20,2.20,,,,57.00,1.00,
08-01-2023 10:30:20,2.40,,,,58.00,0.00,26.10
08-01-2023 10:35:20,2.50,,,,56.00,0.00,26.30
08-01-2023 10:40:20,2.50,,,,56.00,3.00,26.60
08-01-2023 10:45:20,3.10,,,,55.00,3.00,26.80
08-01-2023 10:50:20,2.80,,,,55.00,0.00,26.80
08-01-2023 10:55:20,3.20,,,,56.00,,27.00
08-01-2023 11:00:20,3.10,,,,56.00,0.00,27.10
08-01-2023 11:05:20,3.40,0.36,,,54.00,3.00,27.20
08-01-2023 11:10:20,3.60,0.64,,,56.00,6.00,27.30
08-01-2023 11:15:20,3.50,,,,56.00,4.00,27.50
08-01-2023 11:20:20,3.80,,,,55.00,0.00,27.40
08-01-2023 11:25:20,3.90,,,,57.00,1.00,27.60
08-01-2023 11:30:20,4.30,,,,57.00,3.00,27.60
08-01-2023 11:35:20,4.00,,,,56.00,,27.50
08-01-2023 11:40:20,4.00,0.64,0.00,,58.00,3.00,27.30
08-01-2023 11:42:20,,,,0.00,,,
08-01-2023 11:43:20,,,,0.00,,,
08-01-2023 11:45:20,3.60,0.64,0.00,,58.00,1.00,27.30
08-01-2023 11:50:20,3.60,,,,60.00,1.00,27.40
08-01-2023 11:55:20,3.50,,,,60.00,8.00,27.60
08-01-2023 12:00:20,3.50,,,,57.00,12.00,27.40
08-01-2023 12:05:20,3.60,0.64,,,57.00,1.00,27.40
08-01-2023 12:10:20,3.40,1.07,,,56.00,14.00,27.60
08-01-2023 12:15:20,3.30,,,,58.00,0.00,27.40
08-01-2023 12:20:20,3.50,,,,60.00,9.00,27.40
08-01-2023 12:25:20,3.20,,,,58.00,1.00,27.30
08-01-2023 12:30:20,3.10,,,,58.00,8.00,27.40
08-01-2023 12:35:20,3.00,,,,57.00,8.00,27.30
08-01-2023 12:40:20,2.80,,,,56.00,3.00,27.40
08-01-2023 12:45:20,2.50,,,,56.00,12.00,27.40
08-01-2023 12:50:20,2.70,,,,55.00,6.00,27.30
08-01-2023 12:55:20,3.10,,,,,8.00,27.40
08-01-2023 13:00:20,3.90,,,,55.00,3.00,27.40
08-01-2023 13:05:20,4.00,1.07,,,54.00,11.00,27.70
08-01-2023 13:10:20,3.40,1.40,,,53.00,9.00,27.80
08-01-2023 13:15:20,3.30,,,,52.00,3.00,27.90
08-01-2023 13:20:20,2.60,,,,53.00,11.00,27.80
08-01-2023 13:25:20,2.40,,,,53.00,11.00,
08-01-2023 13:30:20,2.60,,,,52.00,6.00,
08-01-2023 13:35:20,2.70,,,,53.00,6.00,27.80
08-01-2023 13:40:20,3.00,,,,52.00,9.00,27.90
08-01-2023 13:45:20,3.10,,,,53.00,8.00,28.20
08-01-2023 13:50:20,2.90,,,,52.00,11.00,
08-01-2023 13:55:20,3.50,,,,51.00,6.00,28.20
08-01-2023 14:00:20,3.00,,,,51.00,1.00,28.60
08-01-2023 14:05:20,2.40,1.40,,,52.00,11.00,28.50
08-01-2023 14:10:20,2.30,1.73,,,52.00,9.00,28.30
08-01-2023 14:15:20,2.40,,,,55.00,8.00,28.00
08-01-2023 14:20:20,2.80,,,,57.00,12.00,27.90
08-01-2023 14:25:20,2.40,,,,56.00,11.00,
08-01-2023 14:30:20,2.20,,,,58.00,12.00,27.90
08-01-2023 14:35:20,2.40,,,,,14.00,27.80
08-01-2023 14:40:20,2.20,,,,58.00,12.00,27.90
08-01-2023 14:45:20,2.30,,,,56.00,12.00,28.00
08-01-2023 14:50:20,2.40,,,,58.00,11.00,28.00
08-01-2023 14:55:20,2.20,,,,56.00,12.00,28.10
08-01-2023 15:00:20,2.00,,,,60.00,12.00,28.10
08-01-2023 15:05:20,1.90,1.73,,,60.00,9.00,27.90
08-01-2023 15:10:20,2.10,2.01,,,61.00,12.00,27.90
08-01-2023 15:15:20,2.00,,,,62.00,8.00,28.00
08-01-2023 15:20:20,1.70,,,,,12.00,27.90
08-01-2023 15:25:20,1.50,,,,62.00,8.00,27.70
08-01-2023 15:30:20,1.30,,,,61.00,9.00,27.60
08-01-2023 15:35:20,1.20,,,,62.00,6.00,27.40
08-01-2023 15:40:20,1.10,,,,63.00,12.00,27.30
